order_id,order_date,product,category,region,segment,gender,age_group,channel,quantity,unit_price,discount,revenue,cost,profit
ORD-11854,2023-07-19,Headphones Elite,Electronics,Central,SMB,Non-binary,25-34,Direct Sales,19,212.72,0.05,3839.6,2279.69,1559.91
ORD-11435,2023-07-19,Notebook Set,Stationery,South,SMB,Male,18-24,Partner,13,13.3,0.0,172.9,90.9,82.0
ORD-11240,2023-07-19,Headphones Elite,Electronics,North,SMB,Male,45-54,Retail,11,102.69,0.0,1129.59,655.34,474.25
ORD-10793,2023-07-19,Monitor 27in,Electronics,South,Startup,Non-binary,25-34,Partner,7,252.23,0.05,1677.33,941.71,735.62
ORD-10996,2023-07-20,Headphones Elite,Electronics,South,Startup,Male,45-54,Retail,17,251.86,0.2,3425.3,1912.66,1512.64
ORD-11403,2023-07-22,Laptop Pro,Electronics,North,SMB,Female,45-54,Partner,17,1540.47,0.05,24878.59,12847.93,12030.66
ORD-11955,2023-07-22,Notebook Set,Stationery,East,SMB,Non-binary,35-44,Partner,17,21.65,0.1,331.24,200.34,130.9
ORD-10597,2023-07-22,Standing Desk,Furniture,East,Startup,Female,55+,Partner,2,325.35,0.1,585.63,329.77,255.86
ORD-11117,2023-07-23,Ergonomic Pillow,Furniture,East,Enterprise,Non-binary,25-34,Retail,5,81.99,0.2,327.96,183.79,144.17
ORD-11505,2023-07-23,Pen Collection,Stationery,North,Enterprise,Non-binary,55+,Retail,1,11.41,0.1,10.27,7.02,3.25
ORD-11284,2023-07-24,Notebook Set,Stationery,West,Enterprise,Female,45-54,Partner,7,22.25,0.15,132.39,67.96,64.43
ORD-11859,2023-07-24,Office Chair,Furniture,North,SMB,Male,18-24,Direct Sales,19,258.21,0.1,4415.39,2408.04,2007.35
ORD-10075,2023-07-24,Laptop Pro,Electronics,East,Enterprise,Male,45-54,Partner,6,1798.17,0.15,9170.67,5582.15,3588.52
ORD-11716,2023-07-26,Ergonomic Pillow,Furniture,East,Enterprise,Female,35-44,Retail,9,52.72,0.1,427.03,220.1,206.93
ORD-11129,2023-07-26,Office Chair,Furniture,East,Enterprise,Female,35-44,Retail,5,291.26,0.15,1237.86,626.96,610.9
ORD-11608,2023-07-27,Pen Collection,Stationery,Central,Individual,Female,55+,Partner,10,17.94,0.05,170.43,97.69,72.74
ORD-10174,2023-07-27,Standing Desk,Furniture,East,Startup,Male,45-54,Partner,20,572.16,0.0,11443.2,5517.52,5925.68
ORD-11360,2023-07-28,Pen Collection,Stationery,South,SMB,Female,35-44,Online,14,14.8,0.1,186.48,119.83,66.65
ORD-11364,2023-07-31,Laptop Pro,Electronics,Central,Enterprise,Non-binary,18-24,Direct Sales,16,1321.62,0.1,19031.33,8680.25,10351.08
ORD-11902,2023-07-31,Office Chair,Furniture,Central,Startup,Non-binary,25-34,Online,16,384.42,0.2,4920.58,3164.53,1756.05
ORD-10886,2023-08-01,Pen Collection,Stationery,West,Enterprise,Female,45-54,Direct Sales,16,6.24,0.15,84.86,43.44,41.42
ORD-11346,2023-08-03,Headphones Elite,Electronics,East,Individual,Male,35-44,Online,11,241.4,0.2,2124.32,976.86,1147.46
ORD-10464,2023-08-03,Ergonomic Pillow,Furniture,West,SMB,Non-binary,45-54,Retail,11,60.49,0.1,598.85,286.02,312.83
ORD-11496,2023-08-03,Headphones Elite,Electronics,North,Enterprise,Non-binary,18-24,Retail,9,302.43,0.2,2177.5,1445.78,731.72
ORD-10846,2023-08-04,Notebook Set,Stationery,South,Individual,Non-binary,45-54,Retail,5,21.21,0.0,106.05,63.6,42.45
ORD-11542,2023-08-04,Headphones Elite,Electronics,East,Individual,Non-binary,45-54,Direct Sales,20,129.93,0.15,2208.81,1500.15,708.66
ORD-10133,2023-08-05,Pen Collection,Stationery,North,Startup,Male,55+,Partner,9,15.86,0.2,114.19,76.32,37.87
ORD-11406,2023-08-06,Planner 2024,Stationery,North,Enterprise,Male,35-44,Direct Sales,14,19.81,0.05,263.47,159.29,104.18
ORD-11921,2023-08-06,Monitor 27in,Electronics,East,Individual,Female,55+,Direct Sales,13,332.74,0.2,3460.5,1724.66,1735.84
ORD-11344,2023-08-07,Wireless Mouse,Electronics,East,Individual,Female,25-34,Partner,6,45.53,0.1,245.86,169.4,76.46
ORD-11577,2023-08-07,Notebook Set,Stationery,Central,Enterprise,Male,45-54,Direct Sales,2,13.55,0.05,25.75,15.98,9.77
ORD-10159,2023-08-08,Ergonomic Pillow,Furniture,North,Startup,Female,45-54,Retail,16,50.01,0.05,760.15,504.14,256.01
ORD-10873,2023-08-09,Standing Desk,Furniture,North,SMB,Non-binary,18-24,Online,18,671.84,0.0,12093.12,8350.8,3742.32
ORD-10047,2023-08-09,Ergonomic Pillow,Furniture,West,SMB,Female,45-54,Online,8,53.59,0.1,385.85,259.78,126.07
ORD-11444,2023-08-10,Headphones Elite,Electronics,Central,SMB,Female,45-54,Retail,8,252.64,0.05,1920.06,1025.37,894.69
ORD-11167,2023-08-10,Ergonomic Pillow,Furniture,West,SMB,Female,45-54,Partner,15,47.85,0.05,681.86,375.03,306.83
ORD-10447,2023-08-11,Notebook Set,Stationery,North,Enterprise,Non-binary,25-34,Direct Sales,16,18.03,0.15,245.21,168.4,76.81
ORD-10129,2023-08-11,Notebook Set,Stationery,West,Individual,Male,18-24,Direct Sales,3,19.67,0.0,59.01,35.63,23.38
ORD-10713,2023-08-11,Monitor 27in,Electronics,West,Enterprise,Male,45-54,Direct Sales,17,301.38,0.1,4611.11,2504.34,2106.77
ORD-10143,2023-08-11,Pen Collection,Stationery,North,Startup,Male,25-34,Online,16,15.44,0.05,234.69,150.13,84.56
ORD-10426,2023-08-12,Headphones Elite,Electronics,East,Enterprise,Non-binary,35-44,Retail,3,199.73,0.1,539.27,252.92,286.35
ORD-11485,2023-08-13,Ergonomic Pillow,Furniture,East,Startup,Male,45-54,Partner,9,52.45,0.0,472.05,295.85,176.2
ORD-10484,2023-08-13,Wireless Mouse,Electronics,North,Enterprise,Male,55+,Retail,1,37.01,0.0,37.01,19.48,17.53
ORD-10091,2023-08-13,Notebook Set,Stationery,West,Startup,Non-binary,18-24,Partner,18,12.37,0.15,189.26,129.89,59.37
ORD-10079,2023-08-13,Monitor 27in,Electronics,West,Enterprise,Male,35-44,Retail,15,514.25,0.15,6556.69,3149.55,3407.14
ORD-10071,2023-08-14,Monitor 27in,Electronics,Central,Individual,Female,18-24,Retail,10,460.9,0.15,3917.65,1832.66,2084.99
ORD-11024,2023-08-16,Standing Desk,Furniture,South,SMB,Female,45-54,Direct Sales,4,683.64,0.15,2324.38,1259.43,1064.95
ORD-11333,2023-08-16,Laptop Pro,Electronics,East,Enterprise,Male,35-44,Partner,5,1341.09,0.15,5699.63,3709.92,1989.71
ORD-11165,2023-08-16,Wireless Mouse,Electronics,North,Individual,Male,25-34,Online,6,55.27,0.15,281.88,165.61,116.27
ORD-10614,2023-08-16,Ergonomic Pillow,Furniture,West,SMB,Male,25-34,Partner,18,64.53,0.1,1045.39,688.54,356.85
ORD-10167,2023-08-17,Standing Desk,Furniture,Central,Individual,Non-binary,18-24,Partner,10,493.18,0.15,4192.03,2198.13,1993.9
ORD-10934,2023-08-18,Office Chair,Furniture,North,Individual,Female,55+,Online,6,187.88,0.15,958.19,450.05,508.14
ORD-10184,2023-08-18,Planner 2024,Stationery,Central,Individual,Female,35-44,Retail,2,20.75,0.0,41.5,22.27,19.23
ORD-10770,2023-08-19,Wireless Mouse,Electronics,East,Enterprise,Non-binary,18-24,Retail,15,31.8,0.2,381.6,258.79,122.81
ORD-10843,2023-08-19,Ergonomic Pillow,Furniture,West,SMB,Male,35-44,Online,3,45.57,0.1,123.04,78.15,44.89
ORD-10765,2023-08-20,Ergonomic Pillow,Furniture,South,SMB,Female,35-44,Direct Sales,12,88.51,0.2,849.7,506.94,342.76
ORD-10501,2023-08-20,Headphones Elite,Electronics,North,Individual,Non-binary,18-24,Retail,15,199.51,0.1,2693.38,1732.97,960.41
ORD-10287,2023-08-21,Headphones Elite,Electronics,North,Enterprise,Female,25-34,Retail,9,312.73,0.15,2392.38,1495.67,896.71
ORD-11048,2023-08-23,Pen Collection,Stationery,South,Individual,Non-binary,35-44,Direct Sales,8,12.9,0.1,92.88,49.2,43.68
ORD-11067,2023-08-24,Ergonomic Pillow,Furniture,Central,Individual,Female,35-44,Retail,8,56.43,0.1,406.3,206.29,200.01
ORD-11998,2023-08-24,Standing Desk,Furniture,West,Enterprise,Male,25-34,Direct Sales,5,373.47,0.05,1773.98,839.47,934.51
ORD-11073,2023-08-24,Headphones Elite,Electronics,East,SMB,Female,55+,Retail,4,184.2,0.1,663.12,396.46,266.66
ORD-10150,2023-08-24,Monitor 27in,Electronics,South,SMB,Male,45-54,Online,7,263.14,0.05,1749.88,1174.95,574.93
ORD-10838,2023-08-25,Pen Collection,Stationery,West,Individual,Non-binary,18-24,Partner,20,7.93,0.05,150.67,100.57,50.1
ORD-11732,2023-08-26,Ergonomic Pillow,Furniture,South,Individual,Female,55+,Retail,18,47.04,0.2,677.38,427.7,249.68
ORD-10775,2023-08-26,Headphones Elite,Electronics,South,Enterprise,Non-binary,55+,Retail,5,181.92,0.0,909.6,552.46,357.14
ORD-11507,2023-08-28,Laptop Pro,Electronics,South,SMB,Male,25-34,Retail,15,1236.77,0.15,15768.82,7985.43,7783.39
ORD-11973,2023-08-28,Headphones Elite,Electronics,West,Individual,Male,35-44,Retail,6,230.31,0.15,1174.58,765.6,408.98
ORD-10938,2023-08-29,Wireless Mouse,Electronics,West,Enterprise,Female,35-44,Retail,6,27.39,0.2,131.47,71.1,60.37
ORD-11341,2023-08-29,Planner 2024,Stationery,Central,SMB,Non-binary,25-34,Online,2,29.71,0.05,56.45,32.79,23.66
ORD-11738,2023-08-31,Monitor 27in,Electronics,East,Enterprise,Non-binary,25-34,Partner,13,430.64,0.0,5598.32,2654.4,2943.92
ORD-10255,2023-09-02,Laptop Pro,Electronics,West,SMB,Female,18-24,Retail,2,1469.84,0.1,2645.71,1760.85,884.86
ORD-11663,2023-09-02,Wireless Mouse,Electronics,East,SMB,Male,35-44,Online,20,53.76,0.15,913.92,590.24,323.68
ORD-11588,2023-09-03,Ergonomic Pillow,Furniture,West,Startup,Non-binary,35-44,Retail,20,56.89,0.2,910.24,526.17,384.07
ORD-11897,2023-09-03,Headphones Elite,Electronics,Central,Individual,Non-binary,45-54,Partner,1,126.0,0.2,100.8,48.13,52.67
ORD-11342,2023-09-03,Ergonomic Pillow,Furniture,East,SMB,Female,45-54,Online,9,50.21,0.1,406.7,185.59,221.11
ORD-10856,2023-09-04,Wireless Mouse,Electronics,Central,SMB,Female,45-54,Partner,19,29.38,0.1,502.4,234.06,268.34
ORD-11426,2023-09-04,Monitor 27in,Electronics,South,Enterprise,Male,18-24,Direct Sales,4,431.32,0.15,1466.49,800.18,666.31
ORD-11915,2023-09-05,Pen Collection,Stationery,Central,Individual,Non-binary,55+,Retail,12,14.91,0.05,169.97,107.69,62.28
ORD-10877,2023-09-05,Wireless Mouse,Electronics,East,SMB,Non-binary,18-24,Direct Sales,16,35.27,0.05,536.1,241.54,294.56
ORD-11730,2023-09-05,Wireless Mouse,Electronics,North,Enterprise,Non-binary,45-54,Direct Sales,3,49.81,0.05,141.96,98.9,43.06
ORD-11508,2023-09-06,Office Chair,Furniture,North,Enterprise,Non-binary,25-34,Direct Sales,14,188.48,0.0,2638.72,1737.35,901.37
ORD-11297,2023-09-07,Headphones Elite,Electronics,East,SMB,Female,18-24,Partner,5,110.64,0.15,470.22,295.14,175.08
ORD-11237,2023-09-07,Ergonomic Pillow,Furniture,West,Individual,Female,35-44,Retail,1,43.74,0.2,34.99,21.59,13.4
ORD-11440,2023-09-08,Pen Collection,Stationery,Central,Startup,Female,45-54,Online,9,6.6,0.05,56.43,33.22,23.21
ORD-10860,2023-09-08,Pen Collection,Stationery,Central,SMB,Female,18-24,Retail,2,19.19,0.2,30.7,20.76,9.94
ORD-10235,2023-09-08,Headphones Elite,Electronics,East,Individual,Female,45-54,Retail,11,250.8,0.05,2620.86,1493.24,1127.62
ORD-10580,2023-09-09,Laptop Pro,Electronics,Central,SMB,Non-binary,45-54,Online,12,1451.27,0.2,13932.19,7090.23,6841.96
ORD-11014,2023-09-09,Office Chair,Furniture,South,Startup,Male,45-54,Retail,10,171.4,0.2,1371.2,934.86,436.34
ORD-11819,2023-09-09,Pen Collection,Stationery,West,SMB,Male,45-54,Online,8,19.51,0.0,156.08,100.25,55.83
ORD-10839,2023-09-10,Planner 2024,Stationery,Central,Enterprise,Male,45-54,Online,18,34.74,0.15,531.52,261.51,270.01
ORD-11640,2023-09-10,Standing Desk,Furniture,Central,Enterprise,Non-binary,25-34,Partner,17,341.45,0.1,5224.18,2580.92,2643.26
ORD-10092,2023-09-11,Planner 2024,Stationery,East,Individual,Non-binary,35-44,Partner,7,34.99,0.15,208.19,99.24,108.95
ORD-10490,2023-09-12,Office Chair,Furniture,North,Startup,Non-binary,35-44,Direct Sales,8,399.0,0.2,2553.6,1325.24,1228.36
ORD-10211,2023-09-13,Wireless Mouse,Electronics,South,SMB,Female,25-34,Direct Sales,1,32.41,0.05,30.79,21.26,9.53
ORD-10324,2023-09-13,Laptop Pro,Electronics,West,Startup,Female,18-24,Direct Sales,10,1368.21,0.15,11629.78,7728.67,3901.11
ORD-10128,2023-09-13,Pen Collection,Stationery,South,Individual,Male,45-54,Partner,9,13.87,0.1,112.35,64.81,47.54
ORD-10697,2023-09-13,Monitor 27in,Electronics,West,Individual,Non-binary,55+,Partner,20,493.94,0.2,7903.04,4269.08,3633.96
ORD-11307,2023-09-14,Monitor 27in,Electronics,West,Startup,Non-binary,25-34,Direct Sales,4,490.7,0.05,1864.66,1259.03,605.63
ORD-10073,2023-09-15,Notebook Set,Stationery,Central,Startup,Female,18-24,Partner,13,24.14,0.2,251.06,146.87,104.19
ORD-11765,2023-09-15,Wireless Mouse,Electronics,North,Enterprise,Female,35-44,Retail,1,32.11,0.2,25.69,12.32,13.37
ORD-11671,2023-09-15,Ergonomic Pillow,Furniture,North,Enterprise,Non-binary,45-54,Direct Sales,18,46.91,0.0,844.38,475.24,369.14
ORD-10283,2023-09-15,Ergonomic Pillow,Furniture,West,Enterprise,Female,25-34,Direct Sales,20,52.13,0.1,938.34,561.05,377.29
ORD-10741,2023-09-16,Laptop Pro,Electronics,East,Enterprise,Male,55+,Retail,19,1444.05,0.0,27436.95,18151.45,9285.5
ORD-10789,2023-09-16,Headphones Elite,Electronics,South,Individual,Male,35-44,Partner,3,142.86,0.2,342.86,169.51,173.35
ORD-10234,2023-09-16,Monitor 27in,Electronics,Central,SMB,Female,18-24,Retail,1,534.65,0.1,481.19,317.78,163.41
ORD-11003,2023-09-16,Notebook Set,Stationery,South,SMB,Male,18-24,Online,11,16.79,0.1,166.22,115.93,50.29
ORD-10100,2023-09-16,Notebook Set,Stationery,West,Enterprise,Male,18-24,Online,16,11.74,0.05,178.45,119.89,58.56
ORD-10390,2023-09-17,Laptop Pro,Electronics,North,Individual,Non-binary,55+,Online,7,1648.98,0.1,10388.57,5224.77,5163.8
ORD-10645,2023-09-17,Standing Desk,Furniture,South,Startup,Non-binary,18-24,Online,4,435.04,0.0,1740.16,1017.3,722.86
ORD-11949,2023-09-19,Pen Collection,Stationery,North,Startup,Male,18-24,Partner,14,9.9,0.05,131.67,89.75,41.92
ORD-10820,2023-09-19,Office Chair,Furniture,Central,SMB,Female,45-54,Partner,15,220.81,0.2,2649.72,1593.82,1055.9
ORD-11498,2023-09-20,Pen Collection,Stationery,North,Individual,Male,25-34,Online,14,8.77,0.1,110.5,65.92,44.58
ORD-10602,2023-09-20,Pen Collection,Stationery,West,Individual,Female,35-44,Retail,6,16.84,0.05,95.99,54.82,41.17
ORD-11611,2023-09-21,Laptop Pro,Electronics,South,Enterprise,Male,18-24,Retail,12,1583.5,0.2,15201.6,9300.87,5900.73
ORD-10737,2023-09-21,Notebook Set,Stationery,South,SMB,Female,18-24,Retail,14,20.18,0.0,282.52,170.53,111.99
ORD-11839,2023-09-22,Monitor 27in,Electronics,North,SMB,Non-binary,18-24,Retail,3,532.24,0.2,1277.38,652.63,624.75
ORD-11853,2023-09-22,Standing Desk,Furniture,East,Startup,Female,35-44,Retail,9,614.23,0.1,4975.26,3000.07,1975.19
ORD-11965,2023-09-22,Wireless Mouse,Electronics,North,SMB,Non-binary,25-34,Partner,5,47.62,0.1,214.29,115.16,99.13
ORD-11917,2023-09-23,Planner 2024,Stationery,North,SMB,Female,45-54,Retail,20,25.14,0.2,402.24,270.62,131.62
ORD-10032,2023-09-24,Pen Collection,Stationery,Central,SMB,Female,25-34,Online,12,18.48,0.0,221.76,149.63,72.13
ORD-10171,2023-09-24,Standing Desk,Furniture,South,Individual,Non-binary,45-54,Partner,16,309.27,0.15,4206.07,2424.22,1781.85
ORD-10932,2023-09-25,Planner 2024,Stationery,West,Enterprise,Male,35-44,Online,1,34.61,0.1,31.15,21.48,9.67
ORD-10116,2023-09-25,Ergonomic Pillow,Furniture,North,Startup,Male,25-34,Direct Sales,11,57.55,0.05,601.4,401.41,199.99
ORD-10301,2023-09-25,Laptop Pro,Electronics,East,SMB,Non-binary,25-34,Partner,6,1494.26,0.0,8965.56,4160.4,4805.16
ORD-11987,2023-09-26,Standing Desk,Furniture,Central,Enterprise,Male,55+,Partner,4,681.9,0.05,2591.22,1259.46,1331.76
ORD-10162,2023-09-26,Monitor 27in,Electronics,Central,SMB,Non-binary,18-24,Online,13,549.88,0.15,6076.17,3532.83,2543.34
ORD-11334,2023-09-29,Headphones Elite,Electronics,West,Enterprise,Female,25-34,Direct Sales,20,207.25,0.0,4145.0,2486.08,1658.92
ORD-11564,2023-09-29,Standing Desk,Furniture,East,Individual,Non-binary,25-34,Retail,17,408.76,0.0,6948.92,4611.71,2337.21
ORD-11013,2023-09-29,Headphones Elite,Electronics,West,Individual,Male,35-44,Direct Sales,6,240.98,0.1,1301.29,847.26,454.03
ORD-11702,2023-09-29,Notebook Set,Stationery,South,Individual,Female,45-54,Partner,13,12.02,0.1,140.63,84.84,55.79
ORD-11103,2023-09-30,Planner 2024,Stationery,South,Enterprise,Female,35-44,Partner,11,31.69,0.0,348.59,184.88,163.71
ORD-11479,2023-09-30,Standing Desk,Furniture,Central,Enterprise,Male,18-24,Direct Sales,18,601.94,0.0,10834.92,7074.06,3760.86
ORD-10991,2023-10-01,Wireless Mouse,Electronics,East,SMB,Non-binary,55+,Direct Sales,15,47.94,0.2,575.28,274.07,301.21
ORD-10015,2023-10-01,Office Chair,Furniture,East,Individual,Male,55+,Retail,13,398.79,0.1,4665.84,2610.65,2055.19
ORD-10243,2023-10-01,Notebook Set,Stationery,West,Enterprise,Male,25-34,Direct Sales,11,16.83,0.05,175.87,102.05,73.82
ORD-11783,2023-10-03,Standing Desk,Furniture,Central,Startup,Female,55+,Online,19,599.85,0.15,9687.58,4765.03,4922.55
ORD-11336,2023-10-03,Pen Collection,Stationery,West,SMB,Male,35-44,Retail,16,16.8,0.2,215.04,115.09,99.95
ORD-10861,2023-10-03,Notebook Set,Stationery,Central,Individual,Male,55+,Partner,17,23.66,0.1,362.0,217.76,144.24
ORD-11520,2023-10-03,Laptop Pro,Electronics,Central,Enterprise,Non-binary,25-34,Direct Sales,13,1603.31,0.2,16674.42,10194.77,6479.65
ORD-11888,2023-10-04,Pen Collection,Stationery,Central,Individual,Non-binary,35-44,Online,7,16.82,0.15,100.08,57.47,42.61
ORD-11398,2023-10-04,Notebook Set,Stationery,East,Startup,Non-binary,55+,Retail,11,23.61,0.2,207.77,103.43,104.34
ORD-11404,2023-10-04,Headphones Elite,Electronics,West,Enterprise,Female,45-54,Partner,4,134.93,0.0,539.72,291.63,248.09
ORD-11963,2023-10-04,Headphones Elite,Electronics,Central,SMB,Male,35-44,Online,17,234.62,0.0,3988.54,2547.23,1441.31
ORD-11866,2023-10-05,Headphones Elite,Electronics,Central,Individual,Non-binary,18-24,Online,5,242.27,0.1,1090.22,594.56,495.66
ORD-10370,2023-10-05,Office Chair,Furniture,South,Individual,Non-binary,55+,Direct Sales,18,308.15,0.05,5269.36,2647.47,2621.89
ORD-10037,2023-10-05,Notebook Set,Stationery,North,Enterprise,Non-binary,45-54,Direct Sales,14,19.09,0.2,213.81,102.4,111.41
ORD-11083,2023-10-07,Pen Collection,Stationery,South,Startup,Female,45-54,Online,2,11.5,0.2,18.4,9.74,8.66
ORD-11848,2023-10-07,Pen Collection,Stationery,North,Enterprise,Female,25-34,Direct Sales,8,12.05,0.0,96.4,57.57,38.83
ORD-11196,2023-10-08,Notebook Set,Stationery,East,SMB,Female,35-44,Direct Sales,15,14.62,0.2,175.44,96.21,79.23
ORD-10834,2023-10-08,Monitor 27in,Electronics,East,Individual,Female,35-44,Direct Sales,8,532.3,0.15,3619.64,1971.29,1648.35
ORD-10488,2023-10-09,Laptop Pro,Electronics,East,Individual,Male,45-54,Online,16,1720.06,0.2,22016.77,10392.03,11624.74
ORD-11892,2023-10-09,Headphones Elite,Electronics,South,Enterprise,Male,55+,Direct Sales,19,200.56,0.15,3239.04,1655.44,1583.6
ORD-10703,2023-10-09,Monitor 27in,Electronics,South,Enterprise,Non-binary,18-24,Partner,18,269.05,0.15,4116.47,2767.44,1349.03
ORD-11304,2023-10-10,Pen Collection,Stationery,West,SMB,Non-binary,25-34,Partner,20,19.0,0.2,304.0,177.12,126.88
ORD-10394,2023-10-10,Notebook Set,Stationery,Central,SMB,Non-binary,55+,Direct Sales,14,12.53,0.1,157.88,80.76,77.12
ORD-10755,2023-10-10,Standing Desk,Furniture,North,Startup,Female,55+,Partner,1,456.74,0.1,411.07,193.39,217.68
ORD-11251,2023-10-11,Wireless Mouse,Electronics,East,Startup,Non-binary,55+,Retail,10,28.55,0.0,285.5,174.12,111.38
ORD-10604,2023-10-11,Office Chair,Furniture,South,SMB,Male,18-24,Online,19,181.62,0.1,3105.7,1684.59,1421.11
ORD-11889,2023-10-11,Planner 2024,Stationery,South,Individual,Female,25-34,Retail,14,19.66,0.05,261.48,147.24,114.24
ORD-11407,2023-10-11,Planner 2024,Stationery,East,Startup,Male,25-34,Online,8,18.44,0.15,125.39,62.79,62.6
ORD-10951,2023-10-11,Pen Collection,Stationery,North,SMB,Female,25-34,Partner,4,16.88,0.15,57.39,29.6,27.79
ORD-11475,2023-10-12,Monitor 27in,Electronics,Central,Startup,Male,55+,Online,8,343.62,0.15,2336.62,1222.9,1113.72
ORD-10183,2023-10-12,Notebook Set,Stationery,South,Startup,Female,25-34,Partner,16,15.23,0.1,219.31,114.47,104.84
ORD-11977,2023-10-12,Notebook Set,Stationery,East,Startup,Female,18-24,Retail,7,23.9,0.2,133.84,74.01,59.83
ORD-11612,2023-10-12,Standing Desk,Furniture,North,SMB,Male,18-24,Direct Sales,3,383.34,0.1,1035.02,553.72,481.3
ORD-11604,2023-10-12,Monitor 27in,Electronics,Central,Enterprise,Male,45-54,Partner,2,254.82,0.2,407.71,210.56,197.15
ORD-10944,2023-10-12,Headphones Elite,Electronics,West,SMB,Female,35-44,Online,11,349.11,0.15,3264.18,1642.4,1621.78
ORD-11109,2023-10-13,Pen Collection,Stationery,South,SMB,Non-binary,45-54,Online,14,7.69,0.15,91.51,42.71,48.8
ORD-11292,2023-10-13,Standing Desk,Furniture,Central,Startup,Non-binary,25-34,Retail,2,344.55,0.0,689.1,380.71,308.39
ORD-11755,2023-10-14,Notebook Set,Stationery,East,SMB,Non-binary,35-44,Retail,8,15.74,0.1,113.33,62.5,50.83
ORD-10542,2023-10-14,Notebook Set,Stationery,North,SMB,Female,55+,Partner,13,16.09,0.15,177.79,104.23,73.56
ORD-11077,2023-10-15,Ergonomic Pillow,Furniture,Central,Individual,Female,35-44,Partner,6,87.68,0.0,526.08,343.79,182.29
ORD-11726,2023-10-16,Headphones Elite,Electronics,North,Startup,Male,25-34,Direct Sales,8,260.29,0.0,2082.32,1243.99,838.33
ORD-10169,2023-10-16,Pen Collection,Stationery,East,Individual,Male,35-44,Online,8,12.0,0.1,86.4,48.59,37.81
ORD-10320,2023-10-17,Wireless Mouse,Electronics,West,SMB,Non-binary,25-34,Direct Sales,3,28.05,0.2,67.32,36.98,30.34
ORD-11592,2023-10-18,Planner 2024,Stationery,West,Individual,Non-binary,25-34,Retail,17,26.54,0.15,383.5,267.89,115.61
ORD-10891,2023-10-18,Pen Collection,Stationery,East,Startup,Non-binary,45-54,Retail,2,7.73,0.0,15.46,7.16,8.3
ORD-10606,2023-10-18,Wireless Mouse,Electronics,North,Individual,Female,25-34,Partner,5,25.15,0.2,100.6,69.81,30.79
ORD-10980,2023-10-18,Wireless Mouse,Electronics,Central,Individual,Non-binary,45-54,Direct Sales,7,31.9,0.15,189.8,109.07,80.73
ORD-11321,2023-10-19,Standing Desk,Furniture,South,Enterprise,Non-binary,18-24,Partner,17,377.06,0.05,6089.52,3818.49,2271.03
ORD-10383,2023-10-19,Ergonomic Pillow,Furniture,West,Individual,Male,35-44,Retail,17,44.12,0.0,750.04,368.91,381.13
ORD-10206,2023-10-19,Laptop Pro,Electronics,South,Startup,Male,55+,Direct Sales,8,1381.06,0.05,10496.06,7309.71,3186.35
ORD-10076,2023-10-20,Monitor 27in,Electronics,North,Individual,Female,45-54,Direct Sales,4,507.32,0.1,1826.35,1009.81,816.54
ORD-11837,2023-10-20,Notebook Set,Stationery,North,Enterprise,Non-binary,45-54,Retail,15,18.21,0.1,245.84,160.09,85.75
ORD-11567,2023-10-21,Laptop Pro,Electronics,Central,Startup,Male,35-44,Online,2,1471.88,0.05,2796.57,1861.75,934.82
ORD-11198,2023-10-22,Standing Desk,Furniture,South,Startup,Female,35-44,Online,14,616.37,0.1,7766.26,4578.34,3187.92
ORD-10343,2023-10-22,Laptop Pro,Electronics,Central,SMB,Non-binary,35-44,Online,17,1314.35,0.0,22343.95,13555.44,8788.51
ORD-10059,2023-10-23,Notebook Set,Stationery,Central,Individual,Female,45-54,Direct Sales,8,22.46,0.0,179.68,93.39,86.29
ORD-11229,2023-10-23,Laptop Pro,Electronics,South,Enterprise,Male,25-34,Partner,1,1543.25,0.15,1311.76,871.56,440.2
ORD-11666,2023-10-23,Monitor 27in,Electronics,West,Startup,Male,25-34,Retail,14,304.9,0.2,3414.88,2108.46,1306.42
ORD-11455,2023-10-25,Notebook Set,Stationery,West,SMB,Female,45-54,Partner,15,11.99,0.1,161.87,103.0,58.87
ORD-10257,2023-10-25,Laptop Pro,Electronics,Central,Startup,Non-binary,35-44,Retail,10,1373.6,0.1,12362.4,8506.56,3855.84
ORD-11777,2023-10-25,Pen Collection,Stationery,West,Startup,Non-binary,55+,Partner,19,17.91,0.0,340.29,167.68,172.61
ORD-11714,2023-10-28,Notebook Set,Stationery,East,SMB,Male,45-54,Retail,18,17.55,0.05,300.11,155.06,145.05
ORD-10533,2023-10-28,Planner 2024,Stationery,East,Startup,Female,25-34,Direct Sales,15,24.75,0.0,371.25,211.18,160.07
ORD-11941,2023-10-28,Standing Desk,Furniture,Central,Startup,Non-binary,35-44,Direct Sales,6,372.38,0.1,2010.85,990.5,1020.35
ORD-11620,2023-10-29,Notebook Set,Stationery,West,SMB,Female,25-34,Online,5,19.28,0.2,77.12,50.45,26.67
ORD-10537,2023-10-29,Office Chair,Furniture,North,Individual,Male,55+,Partner,18,174.41,0.15,2668.47,1318.34,1350.13
ORD-10236,2023-10-30,Office Chair,Furniture,West,Startup,Female,45-54,Retail,13,220.08,0.15,2431.88,1316.26,1115.62
ORD-11063,2023-10-31,Headphones Elite,Electronics,North,Individual,Female,25-34,Online,20,297.04,0.1,5346.72,3709.42,1637.3
ORD-11451,2023-10-31,Notebook Set,Stationery,East,Individual,Female,25-34,Direct Sales,7,13.61,0.05,90.51,56.64,33.87
